lemma	sentence1	sentence2	label	answer	prompt
schmëlzen	de Schockela genéisst een am beschten, wann een e lues am Mond schmëlze léisst 	an der Sonn ass eise Schnéimännche séier geschmolt ! 	identical	richteg	"Ass d'Bedeitung vun 'schmëlzen' an deenen zwee Sätz identesch? saz1: ""de Schockela genéisst een am beschten, wann een e lues am Mond schmëlze léisst "" saz2: ""an der Sonn ass eise Schnéimännche séier geschmolt ! """
ukréien	d'Kand kritt d'Luucht net un , well et net un de Knäppche reecht 	wéinst deem fiichten Holz haten d'Scoute Méi, fir d'Feier unzekréien 	different	falsch	"Ass d'Bedeitung vun 'ukréien' an deenen zwee Sätz identesch? saz1: ""d'Kand kritt d'Luucht net un , well et net un de Knäppche reecht "" saz2: ""wéinst deem fiichten Holz haten d'Scoute Méi, fir d'Feier unzekréien """
hondsmiserabel	si hunn hondsmiserabel geschafft 	d'Aarbechter hunn eng hondsmiserabel Aarbecht gemaach 	identical	richteg	"Ass d'Bedeitung vun 'hondsmiserabel' an deenen zwee Sätz identesch? saz1: ""si hunn hondsmiserabel geschafft "" saz2: ""d'Aarbechter hunn eng hondsmiserabel Aarbecht gemaach """
duuss	däi Brudder ass e ganz duusse Mënsch 	dee Moler benotzt nëmmen duuss Téin an sengen Tabloen 	different	falsch	"Ass d'Bedeitung vun 'duuss' an deenen zwee Sätz identesch? saz1: ""däi Brudder ass e ganz duusse Mënsch "" saz2: ""dee Moler benotzt nëmmen duuss Téin an sengen Tabloen """
heelen	hien huet mech dräimol ugeschmiert, elo sinn ech geheelt 	esou kleng Brandwonnen heele séier 	identical	richteg	"Ass d'Bedeitung vun 'heelen' an deenen zwee Sätz identesch? saz1: ""hien huet mech dräimol ugeschmiert, elo sinn ech geheelt "" saz2: ""esou kleng Brandwonnen heele séier """
Auswiel	an eiser Librairie fannt Dir eng grouss Auswiel Bicher iwwer dat Theema 	den Auteur huet eng Auswiel vu senge schéinste Gedichter publizéiert 	different	falsch	"Ass d'Bedeitung vun 'Auswiel' an deenen zwee Sätz identesch? saz1: ""an eiser Librairie fannt Dir eng grouss Auswiel Bicher iwwer dat Theema "" saz2: ""den Auteur huet eng Auswiel vu senge schéinste Gedichter publizéiert """
Réi	jonk Réi verbréngen den Dag oft eleng am héije Gras a sollen op kee Fall vum Mënsch ugepaakt ginn 	dat Klengt ass schei ewéi e Réi 	identical	richteg	"Ass d'Bedeitung vun 'Réi' an deenen zwee Sätz identesch? saz1: ""jonk Réi verbréngen den Dag oft eleng am héije Gras a sollen op kee Fall vum Mënsch ugepaakt ginn "" saz2: ""dat Klengt ass schei ewéi e Réi """
empfänken	ouni Antenn kanns de dee Sender net empfänken 	d'Gäscht goufe mat oppenen Äerm empfaangen 	different	falsch	"Ass d'Bedeitung vun 'empfänken' an deenen zwee Sätz identesch? saz1: ""ouni Antenn kanns de dee Sender net empfänken "" saz2: ""d'Gäscht goufe mat oppenen Äerm empfaangen """
Tâche	ech hu wëlles, just eng hallef Tâche ze huelen 	hien huet eng hallef Tâche gefrot 	identical	richteg	"Ass d'Bedeitung vun 'Tâche' an deenen zwee Sätz identesch? saz1: ""ech hu wëlles, just eng hallef Tâche ze huelen "" saz2: ""hien huet eng hallef Tâche gefrot """
Wendung	déi Geschicht huet zum Schluss eng Wendung geholl, mat där kee gerechent hat 	idiomatesch Wendunge sinn dacks schwéier ze iwwersetzen 	different	falsch	"Ass d'Bedeitung vun 'Wendung' an deenen zwee Sätz identesch? saz1: ""déi Geschicht huet zum Schluss eng Wendung geholl, mat där kee gerechent hat "" saz2: ""idiomatesch Wendunge sinn dacks schwéier ze iwwersetzen """
Ament	mat Amenter ass hien net bei der Saach 	dat war e wichtegen Ament a mengem Liewen 	different	falsch	"Ass d'Bedeitung vun 'Ament' an deenen zwee Sätz identesch? saz1: ""mat Amenter ass hien net bei der Saach "" saz2: ""dat war e wichtegen Ament a mengem Liewen """
liquidéieren	et besteet de Verdacht, datt hie säin Associé einfach liquidéiert huet 	beim Plënneren hu mer déi al Miwwele liquidéiert 	identical	richteg	"Ass d'Bedeitung vun 'liquidéieren' an deenen zwee Sätz identesch? saz1: ""et besteet de Verdacht, datt hie säin Associé einfach liquidéiert huet "" saz2: ""beim Plënneren hu mer déi al Miwwele liquidéiert """
limitéieren	d'Zuel vun de Sëtzplaze fir de Concert ass limitéiert 	dat neit Gesetz soll den Zigarettekonsum limitéieren 	identical	richteg	"Ass d'Bedeitung vun 'limitéieren' an deenen zwee Sätz identesch? saz1: ""d'Zuel vun de Sëtzplaze fir de Concert ass limitéiert "" saz2: ""dat neit Gesetz soll den Zigarettekonsum limitéieren """
Flank	wéinst menger Nierenentzündung hunn ech e Stiechen an deenen zwou Flanken 	an der leschter Spillminutt ass duerch eng riets Flank nach e Gol gefall 	different	falsch	"Ass d'Bedeitung vun 'Flank' an deenen zwee Sätz identesch? saz1: ""wéinst menger Nierenentzündung hunn ech e Stiechen an deenen zwou Flanken "" saz2: ""an der leschter Spillminutt ass duerch eng riets Flank nach e Gol gefall """
denken	d'Koppel denkt drun, en Haus ze kafen 	de Garçon huet sech säint geduecht 	different	falsch	"Ass d'Bedeitung vun 'denken' an deenen zwee Sätz identesch? saz1: ""d'Koppel denkt drun, en Haus ze kafen "" saz2: ""de Garçon huet sech säint geduecht """
schécken	si schécke schéi Gréiss aus der Vakanz 	maacht, datt dir iech schéckt ! 	different	falsch	"Ass d'Bedeitung vun 'schécken' an deenen zwee Sätz identesch? saz1: ""si schécke schéi Gréiss aus der Vakanz "" saz2: ""maacht, datt dir iech schéckt ! """
Block	d'Skulptur ass aus engem Block Granit gehaen 	déi schwéier Bléck goufe mam Kran op de Camion gehuewen 	identical	richteg	"Ass d'Bedeitung vun 'Block' an deenen zwee Sätz identesch? saz1: ""d'Skulptur ass aus engem Block Granit gehaen "" saz2: ""déi schwéier Bléck goufe mam Kran op de Camion gehuewen """
dreschen	de Bauer huet dräi Hektar Weess gedresch 	hien hat säin Noper gutt gedresch , well deen him Frechheete gemaach hat 	different	falsch	"Ass d'Bedeitung vun 'dreschen' an deenen zwee Sätz identesch? saz1: ""de Bauer huet dräi Hektar Weess gedresch "" saz2: ""hien hat säin Noper gutt gedresch , well deen him Frechheete gemaach hat """
prägen	wou ginn eis Mënze gepräägt ? 	dat Erliefnes huet mech (fir d'Liewen) gepräägt 	different	falsch	"Ass d'Bedeitung vun 'prägen' an deenen zwee Sätz identesch? saz1: ""wou ginn eis Mënze gepräägt ? "" saz2: ""dat Erliefnes huet mech (fir d'Liewen) gepräägt """
buppen	ech kann et kaum erwaarden, den Owend heemzekommen an dech esou richteg ze buppen 	du kanns esou vill Leit buppen , wéi s de wëlls, mee vergiess d'Kondomer net! 	identical	richteg	"Ass d'Bedeitung vun 'buppen' an deenen zwee Sätz identesch? saz1: ""ech kann et kaum erwaarden, den Owend heemzekommen an dech esou richteg ze buppen "" saz2: ""du kanns esou vill Leit buppen , wéi s de wëlls, mee vergiess d'Kondomer net! """
aschléiferen	eisen Hond huet missen ageschléifert ginn 	d'Patientin gëtt virun der Operatioun ageschléifert 	different	falsch	"Ass d'Bedeitung vun 'aschléiferen' an deenen zwee Sätz identesch? saz1: ""eisen Hond huet missen ageschléifert ginn "" saz2: ""d'Patientin gëtt virun der Operatioun ageschléifert """
steppen	fir ze steppe brauch een extra Schong 	ech kann der de Sam vun denger neier Box steppen 	different	falsch	"Ass d'Bedeitung vun 'steppen' an deenen zwee Sätz identesch? saz1: ""fir ze steppe brauch een extra Schong "" saz2: ""ech kann der de Sam vun denger neier Box steppen """
Pabeier	wat war dat e Gerenns, bis mer d'Pabeieren all zesummenhaten! 	d'Douanieren hunn eis net areese gelooss, well eis Pabeieren net an der Rei waren 	identical	richteg	"Ass d'Bedeitung vun 'Pabeier' an deenen zwee Sätz identesch? saz1: ""wat war dat e Gerenns, bis mer d'Pabeieren all zesummenhaten! "" saz2: ""d'Douanieren hunn eis net areese gelooss, well eis Pabeieren net an der Rei waren """
oploossen	wien huet d'Fënster opgelooss ? 	en neit Reglement erlaabt et, d'Geschäfter owes méi laang opzeloossen 	different	falsch	"Ass d'Bedeitung vun 'oploossen' an deenen zwee Sätz identesch? saz1: ""wien huet d'Fënster opgelooss ? "" saz2: ""en neit Reglement erlaabt et, d'Geschäfter owes méi laang opzeloossen """
gesinn	du hues Recht, dat kann een och esou gesinn 	vu menger Fënster aus gesinn ech d'Kathedral 	different	falsch	"Ass d'Bedeitung vun 'gesinn' an deenen zwee Sätz identesch? saz1: ""du hues Recht, dat kann een och esou gesinn "" saz2: ""vu menger Fënster aus gesinn ech d'Kathedral """
ofschléissen	si hunn en Handel mateneen ofgeschloss 	ech hu gëschter eng Liewensversécherung ofgeschloss 	identical	richteg	"Ass d'Bedeitung vun 'ofschléissen' an deenen zwee Sätz identesch? saz1: ""si hunn en Handel mateneen ofgeschloss "" saz2: ""ech hu gëschter eng Liewensversécherung ofgeschloss """
pléischteren	wéi de Bouf mam Skateboard heemkoum, hu seng zwee Knéie misse gepléischtert ginn 	ech pléischtere scho jorelaang u mengem wéie Been 	different	falsch	"Ass d'Bedeitung vun 'pléischteren' an deenen zwee Sätz identesch? saz1: ""wéi de Bouf mam Skateboard heemkoum, hu seng zwee Knéie misse gepléischtert ginn "" saz2: ""ech pléischtere scho jorelaang u mengem wéie Been """
Hotelschoul	an der Hotelschoul léiert een, wéi een e Plat schéi presentéiert 	gees du op d'Iessen, dat d'Hotelschoul fir e gudden Zweck organiséiert? 	identical	richteg	"Ass d'Bedeitung vun 'Hotelschoul' an deenen zwee Sätz identesch? saz1: ""an der Hotelschoul léiert een, wéi een e Plat schéi presentéiert "" saz2: ""gees du op d'Iessen, dat d'Hotelschoul fir e gudden Zweck organiséiert? """
eraklammen	eng ganz Schoulklass ass op der Gare an de Bus erageklommen 	op der leschter Statioun ass kee Mënsch erageklommen 	identical	richteg	"Ass d'Bedeitung vun 'eraklammen' an deenen zwee Sätz identesch? saz1: ""eng ganz Schoulklass ass op der Gare an de Bus erageklommen "" saz2: ""op der leschter Statioun ass kee Mënsch erageklommen """
Gare	ech wunnen an der Stad op der Gare 	de Schnellzuch bleift nëmmen op verschiddene Garë stoen 	different	falsch	"Ass d'Bedeitung vun 'Gare' an deenen zwee Sätz identesch? saz1: ""ech wunnen an der Stad op der Gare "" saz2: ""de Schnellzuch bleift nëmmen op verschiddene Garë stoen """
offiziell	ech zitéieren Ausschnëtter aus den offiziellen Texter 	d'Politikerin huet hir Kandidatur fir d'Presidence haut offiziell ugekënnegt 	different	falsch	"Ass d'Bedeitung vun 'offiziell' an deenen zwee Sätz identesch? saz1: ""ech zitéieren Ausschnëtter aus den offiziellen Texter "" saz2: ""d'Politikerin huet hir Kandidatur fir d'Presidence haut offiziell ugekënnegt """
verdeelen	um Nationalfeierdag huet d'Buergermeeschtesch Gielercher verdeelt 	ee Gléck, datt mer Fräiwëlleger hunn, déi d'Broschüre verdeelen ! 	different	falsch	"Ass d'Bedeitung vun 'verdeelen' an deenen zwee Sätz identesch? saz1: ""um Nationalfeierdag huet d'Buergermeeschtesch Gielercher verdeelt "" saz2: ""ee Gléck, datt mer Fräiwëlleger hunn, déi d'Broschüre verdeelen ! """
Klaushaff	fiert dëse Bus op de Klaushaff bei Schëndels? 	ech wunnen um Klaushaff 	identical	richteg	"Ass d'Bedeitung vun 'Klaushaff' an deenen zwee Sätz identesch? saz1: ""fiert dëse Bus op de Klaushaff bei Schëndels? "" saz2: ""ech wunnen um Klaushaff """
Pastis	et gëtt näischt Besseres, ewéi am Summer op der Terrass e Pastis als Aperitif ze drénken 	ech hunn eis beim Garçon zwee Pastis bestallt 	identical	richteg	"Ass d'Bedeitung vun 'Pastis' an deenen zwee Sätz identesch? saz1: ""et gëtt näischt Besseres, ewéi am Summer op der Terrass e Pastis als Aperitif ze drénken "" saz2: ""ech hunn eis beim Garçon zwee Pastis bestallt """
Geschnëppels	ech huelen un, datt een aus deem Geschnëppels näischt méi ka bitzen 	nom Bastelen hunn d'Kanner hiert Geschnëppels zesummegekiert 	identical	richteg	"Ass d'Bedeitung vun 'Geschnëppels' an deenen zwee Sätz identesch? saz1: ""ech huelen un, datt een aus deem Geschnëppels näischt méi ka bitzen "" saz2: ""nom Bastelen hunn d'Kanner hiert Geschnëppels zesummegekiert """
Certificat	d'Studente kruten hir Certificate vum Minister iwwerreecht 	zum Schluss vun der Formatioun krut jiddereen e Certificat 	identical	richteg	"Ass d'Bedeitung vun 'Certificat' an deenen zwee Sätz identesch? saz1: ""d'Studente kruten hir Certificate vum Minister iwwerreecht "" saz2: ""zum Schluss vun der Formatioun krut jiddereen e Certificat """
Frell	déi Politikerin ass glat ewéi eng Frell 	als Entrée gouf et gereezte Frell 	different	falsch	"Ass d'Bedeitung vun 'Frell' an deenen zwee Sätz identesch? saz1: ""déi Politikerin ass glat ewéi eng Frell "" saz2: ""als Entrée gouf et gereezte Frell """
niddereg	de Fliger flitt niddereg iwwer d'Haiser 	an den ale Bauerenhaiser sinn d'Plaffonge gewéinlech méi niddereg 	identical	richteg	"Ass d'Bedeitung vun 'niddereg' an deenen zwee Sätz identesch? saz1: ""de Fliger flitt niddereg iwwer d'Haiser "" saz2: ""an den ale Bauerenhaiser sinn d'Plaffonge gewéinlech méi niddereg """
Titel	looss méi e groussen Espace tëschent dem Titel an dem Text 	d'Titele vun de Kapitele si fett gedréckt 	identical	richteg	"Ass d'Bedeitung vun 'Titel' an deenen zwee Sätz identesch? saz1: ""looss méi e groussen Espace tëschent dem Titel an dem Text "" saz2: ""d'Titele vun de Kapitele si fett gedréckt """
dreckeg	hir Fënstere sinn esou dreckeg , et gesäit ee bal net méi derduerch 	de Wiert aus deem Café zielt gären dreckeg Witzen 	different	falsch	"Ass d'Bedeitung vun 'dreckeg' an deenen zwee Sätz identesch? saz1: ""hir Fënstere sinn esou dreckeg , et gesäit ee bal net méi derduerch "" saz2: ""de Wiert aus deem Café zielt gären dreckeg Witzen """
sangen	mäi Papp séngt a senger Fräizäit an engem Chouer 	fir Chrëschtdag huet de Chouer all déi bekannt Lidder gesongen 	different	falsch	"Ass d'Bedeitung vun 'sangen' an deenen zwee Sätz identesch? saz1: ""mäi Papp séngt a senger Fräizäit an engem Chouer "" saz2: ""fir Chrëschtdag huet de Chouer all déi bekannt Lidder gesongen """
aleeën	mat deem dote Plat kanns de bei eise Gäscht awer keng Éier aleeën ! 	meng Grousseltere leeën nach ëmmer Gromperen am Keller an 	different	falsch	"Ass d'Bedeitung vun 'aleeën' an deenen zwee Sätz identesch? saz1: ""mat deem dote Plat kanns de bei eise Gäscht awer keng Éier aleeën ! "" saz2: ""meng Grousseltere leeën nach ëmmer Gromperen am Keller an """
Aarbechtsamt	d'Aarbechtsamt huet mir eng gutt Plaz verschaaft 	d'Manifestatioun virum Aarbechtsamt ass ausser Kontroll geroden 	different	falsch	"Ass d'Bedeitung vun 'Aarbechtsamt' an deenen zwee Sätz identesch? saz1: ""d'Aarbechtsamt huet mir eng gutt Plaz verschaaft "" saz2: ""d'Manifestatioun virum Aarbechtsamt ass ausser Kontroll geroden """
Gewënn	d'Schrauf hält net, well d'Gewënn ausgeleiert ass 	den héchste Gewënn an der Lotterie war en Auto 	different	falsch	"Ass d'Bedeitung vun 'Gewënn' an deenen zwee Sätz identesch? saz1: ""d'Schrauf hält net, well d'Gewënn ausgeleiert ass "" saz2: ""den héchste Gewënn an der Lotterie war en Auto """
opbotzen	ech muss de Gank nach opbotzen 	kanns de dat Waasser vum Buedem opbotzen ? 	different	falsch	"Ass d'Bedeitung vun 'opbotzen' an deenen zwee Sätz identesch? saz1: ""ech muss de Gank nach opbotzen "" saz2: ""kanns de dat Waasser vum Buedem opbotzen ? """
dokteren	ech hu jorelaang gedoktert , bis ech endlech e Spezialist fonnt hunn, dee mer konnt hëllefen 	dokter net laang un denger Entzündung, géi bei e Spezialist! 	different	falsch	"Ass d'Bedeitung vun 'dokteren' an deenen zwee Sätz identesch? saz1: ""ech hu jorelaang gedoktert , bis ech endlech e Spezialist fonnt hunn, dee mer konnt hëllefen "" saz2: ""dokter net laang un denger Entzündung, géi bei e Spezialist! """
schwätzen	hien huet ënnerwee kee Wuert geschwat 	schwätz dach kee Kabes! 	identical	richteg	"Ass d'Bedeitung vun 'schwätzen' an deenen zwee Sätz identesch? saz1: ""hien huet ënnerwee kee Wuert geschwat "" saz2: ""schwätz dach kee Kabes! """
Nummero	just am Guichet Nummero aacht kann ee Suen ophiewen 	mir wunnen an der Haaptstrooss op Nummero honnert 	identical	richteg	"Ass d'Bedeitung vun 'Nummero' an deenen zwee Sätz identesch? saz1: ""just am Guichet Nummero aacht kann ee Suen ophiewen "" saz2: ""mir wunnen an der Haaptstrooss op Nummero honnert """
flott	seng Frëndin ass wierklech eng flott Fra 	dat war jo flott gaangen, datt de Papp dech konnt féieren 	different	falsch	"Ass d'Bedeitung vun 'flott' an deenen zwee Sätz identesch? saz1: ""seng Frëndin ass wierklech eng flott Fra "" saz2: ""dat war jo flott gaangen, datt de Papp dech konnt féieren """
bewerfen	de Giewel gëtt muer beworf 	d'Kanner hunn eent dat anert mat Bulli beworf 	different	falsch	"Ass d'Bedeitung vun 'bewerfen' an deenen zwee Sätz identesch? saz1: ""de Giewel gëtt muer beworf "" saz2: ""d'Kanner hunn eent dat anert mat Bulli beworf """
terribel	den Auspuff vu mengem Auto mécht en terribele Kaméidi 	wéi kënnt e Mënsch derzou, esou eppes Terribeles ze maachen? 	different	falsch	"Ass d'Bedeitung vun 'terribel' an deenen zwee Sätz identesch? saz1: ""den Auspuff vu mengem Auto mécht en terribele Kaméidi "" saz2: ""wéi kënnt e Mënsch derzou, esou eppes Terribeles ze maachen? """
Éierung	hues de nach keng Fotoe vun der Éierung ? 	de Gemengerot huet eng Éierung fir déi bescht Sportler vum Joer organiséiert 	identical	richteg	"Ass d'Bedeitung vun 'Éierung' an deenen zwee Sätz identesch? saz1: ""hues de nach keng Fotoe vun der Éierung ? "" saz2: ""de Gemengerot huet eng Éierung fir déi bescht Sportler vum Joer organiséiert """
Interventioun	matzen an hirem Referat hunn ech missen eng Interventioun maachen 	nom Minister senger Interventioun ass vill geklappt ginn 	identical	richteg	"Ass d'Bedeitung vun 'Interventioun' an deenen zwee Sätz identesch? saz1: ""matzen an hirem Referat hunn ech missen eng Interventioun maachen "" saz2: ""nom Minister senger Interventioun ass vill geklappt ginn """
Ecran	mäi Brudder keeft sech gäre méi e groussen Ecran fir bei säi Computer 	dee Film kucken ech léiwer am Kino um groussen Ecran 	different	falsch	"Ass d'Bedeitung vun 'Ecran' an deenen zwee Sätz identesch? saz1: ""mäi Brudder keeft sech gäre méi e groussen Ecran fir bei säi Computer "" saz2: ""dee Film kucken ech léiwer am Kino um groussen Ecran """
Stonneplang	de Stonneplang läit am Klassebuch 	d'Stonnepläng hänken an der Konferenz 	identical	richteg	"Ass d'Bedeitung vun 'Stonneplang' an deenen zwee Sätz identesch? saz1: ""de Stonneplang läit am Klassebuch "" saz2: ""d'Stonnepläng hänken an der Konferenz """
denger	wéi geet et denger Tatta? 	ech sinn denger sat! 	different	falsch	"Ass d'Bedeitung vun 'denger' an deenen zwee Sätz identesch? saz1: ""wéi geet et denger Tatta? "" saz2: ""ech sinn denger sat! """
anert	si sinn an en anert Duerf geplënnert 	bei sengem neie Kostüm ass ee Boxebee méi laang ewéi dat anert 	different	falsch	"Ass d'Bedeitung vun 'anert' an deenen zwee Sätz identesch? saz1: ""si sinn an en anert Duerf geplënnert "" saz2: ""bei sengem neie Kostüm ass ee Boxebee méi laang ewéi dat anert """
